"annotation_id","annotator","created_at","id","label","lead_time","text","updated_at"
11,"1","2025-01-23T17:25:40.286097Z",350,"[{""start"":0,""end"":6,""text"":""नॉर्थ "",""labels"":[""PROPN""]},{""start"":6,""end"":11,""text"":""ईस्ट "",""labels"":[""PROPN""]},{""start"":11,""end"":14,""text"":""का "",""labels"":[""ADP""]},{""start"":14,""end"":22,""text"":""सामर्थ्य"",""labels"":[""NOUN""]},{""start"":22,""end"":23,""text"":"","",""labels"":[""X""]},{""start"":24,""end"":29,""text"":""भारत "",""labels"":[""PROPN""]},{""start"":29,""end"":32,""text"":""के "",""labels"":[""ADP""]},{""start"":32,""end"":39,""text"":""Bamboo "",""labels"":[""NOUN""]},{""start"":39,""end"":46,""text"":""Import "",""labels"":[""NOUN""]},{""start"":46,""end"":49,""text"":""को "",""labels"":[""ADP""]},{""start"":49,""end"":55,""text"":""local "",""labels"":[""ADJ""]},{""start"":55,""end"":66,""text"":""production "",""labels"":[""NOUN""]},{""start"":66,""end"":69,""text"":""से "",""labels"":[""ADP""]},{""start"":69,""end"":77,""text"":""रिप्लेस "",""labels"":[""VERB""]},{""start"":77,""end"":82,""text"":""करने "",""labels"":[""VERB""]},{""start"":82,""end"":85,""text"":""का "",""labels"":[""ADP""]},{""start"":85,""end"":94,""text"":""सामर्थ्य "",""labels"":[""NOUN""]},{""start"":94,""end"":99,""text"":""रखता "",""labels"":[""VERB""]},{""start"":99,""end"":101,""text"":""है"",""labels"":[""VERB""]},{""start"":101,""end"":102,""text"":""।"",""labels"":[""X""]}]",192.969,"नॉर्थ ईस्ट का सामर्थ्य, भारत के Bamboo Import को local production से रिप्लेस करने का सामर्थ्य रखता है।","2025-01-23T17:25:40.286097Z"
12,"1","2025-01-23T17:27:49.561964Z",351,"[{""start"":0,""end"":5,""text"":""मेरा "",""labels"":[""PRON""]},{""start"":5,""end"":9,""text"":""नाम "",""labels"":[""NOUN""]},{""start"":9,""end"":14,""text"":""कशिश "",""labels"":[""PROPN""]},{""start"":14,""end"":19,""text"":""नेगी "",""labels"":[""PROPN""]},{""start"":19,""end"":21,""text"":""है"",""labels"":[""VERB""]},{""start"":21,""end"":22,""text"":"","",""labels"":[""X""]},{""start"":23,""end"":27,""text"":""मैं "",""labels"":[""PRON""]},{""start"":27,""end"":34,""text"":""MRADAV "",""labels"":[""PROPN""]},{""start"":34,""end"":41,""text"":""Public "",""labels"":[""ADJ""]},{""start"":41,""end"":47,""text"":""School"",""labels"":[""NOUN""]},{""start"":47,""end"":48,""text"":"","",""labels"":[""X""]},{""start"":49,""end"":54,""text"":""Solan"",""labels"":[""PROPN""]},{""start"":54,""end"":55,""text"":"","",""labels"":[""X""]},{""start"":56,""end"":65,""text"":""Himachal "",""labels"":[""PROPN""]},{""start"":65,""end"":73,""text"":""Pradesh "",""labels"":[""PROPN""]},{""start"":73,""end"":76,""text"":""से "",""labels"":[""ADP""]},{""start"":76,""end"":79,""text"":""हूं"",""labels"":[""VERB""]},{""start"":79,""end"":80,""text"":""।"",""labels"":[""X""]}]",128.053,"मेरा नाम कशिश नेगी है, मैं MRADAV Public School, Solan, Himachal Pradesh से हूं।","2025-01-23T17:27:49.561964Z"
13,"1","2025-01-23T17:34:09.207061Z",352,"[{""start"":0,""end"":3,""text"":""और "",""labels"":[""CONJ""]},{""start"":3,""end"":11,""text"":""through "",""labels"":[""ADP""]},{""start"":11,""end"":15,""text"":""NDRF"",""labels"":[""PROPN""]},{""start"":15,""end"":16,""text"":"","",""labels"":[""X""]},{""start"":17,""end"":25,""text"":""through "",""labels"":[""ADP""]},{""start"":25,""end"":30,""text"":""SDRF "",""labels"":[""PROPN""]},{""start"":30,""end"":33,""text"":""आप "",""labels"":[""PRON""]},{""start"":33,""end"":38,""text"":""पूरे "",""labels"":[""DET""]},{""start"":38,""end"":44,""text"":""पुलिस "",""labels"":[""NOUN""]},{""start"":44,""end"":50,""text"":""बेड़े "",""labels"":[""NOUN""]},{""start"":50,""end"":53,""text"":""की "",""labels"":[""ADP""]},{""start"":53,""end"":56,""text"":""एक "",""labels"":[""DET""]},{""start"":56,""end"":59,""text"":""नई "",""labels"":[""ADJ""]},{""start"":59,""end"":62,""text"":""छवि"",""labels"":[""NOUN""]},{""start"":62,""end"":63,""text"":"","",""labels"":[""X""]},{""start"":64,""end"":66,""text"":""एक"",""labels"":[""DET""]},{""start"":67,""end"":70,""text"":""नई "",""labels"":[""ADJ""]},{""start"":70,""end"":76,""text"":""पहचान "",""labels"":[""NOUN""]},{""start"":76,""end"":79,""text"":""आज "",""labels"":[""ADV""]},{""start"":79,""end"":83,""text"":""देश "",""labels"":[""NOUN""]},{""start"":83,""end"":87,""text"":""में "",""labels"":[""ADP""]},{""start"":87,""end"":90,""text"":""बन "",""labels"":[""VERB""]},{""start"":90,""end"":94,""text"":""रही "",""labels"":[""VERB""]},{""start"":94,""end"":96,""text"":""है"",""labels"":[""VERB""]},{""start"":96,""end"":97,""text"":""।"",""labels"":[""X""]}]",377.773,"और through NDRF, through SDRF आप पूरे पुलिस बेड़े की एक नई छवि, एक नई पहचान आज देश में बन रही है।","2025-01-23T17:34:09.207061Z"
14,"1","2025-01-23T17:36:23.167809Z",353,"[{""start"":0,""end"":3,""text"":""अब "",""labels"":[""ADV""]},{""start"":3,""end"":9,""text"":""राज्य "",""labels"":[""NOUN""]},{""start"":9,""end"":13,""text"":""में "",""labels"":[""ADP""]},{""start"":13,""end"":16,""text"":""IIT"",""labels"":[""PROPN""]},{""start"":18,""end"":21,""text"":""IIM"",""labels"":[""PROPN""]},{""start"":23,""end"":27,""text"":""IIIT"",""labels"":[""PROPN""]},{""start"":16,""end"":17,""text"":"","",""labels"":[""X""]},{""start"":21,""end"":22,""text"":"","",""labels"":[""X""]},{""start"":27,""end"":28,""text"":"","",""labels"":[""X""]},{""start"":29,""end"":35,""text"":""बिहार "",""labels"":[""PROPN""]},{""start"":35,""end"":38,""text"":""के "",""labels"":[""ADP""]},{""start"":38,""end"":47,""text"":""नौजवानों "",""labels"":[""NOUN""]},{""start"":47,""end"":50,""text"":""के "",""labels"":[""ADP""]},{""start"":50,""end"":56,""text"":""सपनों "",""labels"":[""NOUN""]},{""start"":56,""end"":59,""text"":""को "",""labels"":[""ADP""]},{""start"":59,""end"":64,""text"":""ऊंची "",""labels"":[""ADJ""]},{""start"":64,""end"":70,""text"":""उड़ान "",""labels"":[""NOUN""]},{""start"":70,""end"":75,""text"":""देने "",""labels"":[""VERB""]},{""start"":75,""end"":79,""text"":""में "",""labels"":[""ADP""]},{""start"":79,""end"":83,""text"":""मदद "",""labels"":[""NOUN""]},{""start"":83,""end"":86,""text"":""कर "",""labels"":[""VERB""]},{""start"":86,""end"":90,""text"":""रहे "",""labels"":[""VERB""]},{""start"":90,""end"":93,""text"":""हैं"",""labels"":[""VERB""]},{""start"":93,""end"":94,""text"":""।"",""labels"":[""X""]}]",131.089,"अब राज्य में IIT, IIM, IIIT, बिहार के नौजवानों के सपनों को ऊंची उड़ान देने में मदद कर रहे हैं।","2025-01-23T17:36:23.167809Z"
15,"1","2025-01-23T17:36:27.354146Z",354,"[{""start"":0,""end"":5,""text"":""भारत "",""labels"":[""PROPN""]},{""start"":5,""end"":8,""text"":""के "",""labels"":[""ADP""]},{""start"":8,""end"":15,""text"":""Higher "",""labels"":[""ADJ""]},{""start"":15,""end"":25,""text"":""Education "",""labels"":[""NOUN""]},{""start"":25,""end"":35,""text"":""Institutes"",""labels"":[""NOUN""]},{""start"":35,""end"":36,""text"":"","",""labels"":[""X""]},{""start"":37,""end"":51,""text"":""अंतरराष्ट्रीय "",""labels"":[""ADJ""]},{""start"":51,""end"":56,""text"":""स्तर "",""labels"":[""NOUN""]},{""start"":56,""end"":59,""text"":""पर "",""labels"":[""ADP""]},{""start"":59,""end"":66,""text"":""रिसर्च "",""labels"":[""NOUN""]},{""start"":66,""end"":68,""text"":""और"",""labels"":[""CONJ""]},{""start"":69,""end"":78,""text"":""एकैडेमिक "",""labels"":[""ADJ""]},{""start"":78,""end"":82,""text"":""में "",""labels"":[""ADP""]},{""start"":82,""end"":85,""text"":""और "",""labels"":[""CONJ""]},{""start"":85,""end"":89,""text"":""आगे "",""labels"":[""ADV""]},{""start"":89,""end"":94,""text"":""बढ़ें"",""labels"":[""VERB""]},{""start"":94,""end"":95,""text"":"","",""labels"":[""X""]},{""start"":96,""end"":101,""text"":""इसके "",""labels"":[""PRON""]},{""start"":101,""end"":105,""text"":""लिए "",""labels"":[""ADP""]},{""start"":105,""end"":108,""text"":""आज "",""labels"":[""ADV""]},{""start"":108,""end"":111,""text"":""नई "",""labels"":[""ADJ""]},{""start"":111,""end"":121,""text"":""गाइडलाइंस "",""labels"":[""NOUN""]},{""start"":121,""end"":124,""text"":""भी "",""labels"":[""PART""]},{""start"":124,""end"":129,""text"":""जारी "",""labels"":[""VERB""]},{""start"":129,""end"":132,""text"":""की "",""labels"":[""ADP""]},{""start"":132,""end"":135,""text"":""गई "",""labels"":[""VERB""]},{""start"":135,""end"":138,""text"":""हैं"",""labels"":[""VERB""]},{""start"":138,""end"":139,""text"":""।"",""labels"":[""X""]}]",166.278,"भारत के Higher Education Institutes, अंतरराष्ट्रीय स्तर पर रिसर्च और एकैडेमिक में और आगे बढ़ें, इसके लिए आज नई गाइडलाइंस भी जारी की गई हैं।","2025-01-23T17:39:15.742988Z"
16,"1","2025-01-23T17:45:15.073795Z",355,"[{""start"":0,""end"":4,""text"":""इसी "",""labels"":[""PRON""]},{""start"":4,""end"":8,""text"":""तरह "",""labels"":[""NOUN""]},{""start"":8,""end"":24,""text"":""इंफ्रास्ट्रक्चर "",""labels"":[""NOUN""]},{""start"":24,""end"":27,""text"":""और "",""labels"":[""CONJ""]},{""start"":27,""end"":31,""text"":""कुछ "",""labels"":[""DET""]},{""start"":31,""end"":43,""text"":""इंडस्ट्रियल "",""labels"":[""ADJ""]},{""start"":43,""end"":55,""text"":""प्रोजेक्ट्स "",""labels"":[""NOUN""]},{""start"":55,""end"":58,""text"":""के "",""labels"":[""ADP""]},{""start"":58,""end"":64,""text"":""विकास "",""labels"":[""NOUN""]},{""start"":64,""end"":67,""text"":""के "",""labels"":[""ADP""]},{""start"":67,""end"":71,""text"":""लिए "",""labels"":[""ADP""]},{""start"":71,""end"":74,""text"":""एक "",""labels"":[""DET""]},{""start"":74,""end"":77,""text"":""नया"",""labels"":[""ADJ""]},{""start"":78,""end"":90,""text"":""Development "",""labels"":[""ADJ""]},{""start"":90,""end"":98,""text"":""Finance "",""labels"":[""NOUN""]},{""start"":98,""end"":110,""text"":""Institution "",""labels"":[""NOUN""]},{""start"":110,""end"":116,""text"":""बनाया "",""labels"":[""VERB""]},{""start"":116,""end"":119,""text"":""जा "",""labels"":[""VERB""]},{""start"":119,""end"":123,""text"":""रहा "",""labels"":[""VERB""]},{""start"":123,""end"":125,""text"":""है"",""labels"":[""VERB""]},{""start"":125,""end"":126,""text"":""।"",""labels"":[""X""]}]",357.894,"इसी तरह इंफ्रास्ट्रक्चर और कुछ इंडस्ट्रियल प्रोजेक्ट्स के विकास के लिए एक नया Development Finance Institution बनाया जा रहा है।","2025-01-23T17:45:15.073795Z"
17,"1","2025-01-23T17:46:56.115734Z",356,"[{""start"":0,""end"":8,""text"":""Fintech "",""labels"":[""PROPN""]},{""start"":8,""end"":14,""text"":""Sector"",""labels"":[""NOUN""]},{""start"":15,""end"":18,""text"":""की "",""labels"":[""ADP""]},{""start"":18,""end"":22,""text"":""इसी "",""labels"":[""PRON""]},{""start"":22,""end"":30,""text"":""संभावना "",""labels"":[""NOUN""]},{""start"":30,""end"":33,""text"":""को "",""labels"":[""ADP""]},{""start"":33,""end"":39,""text"":""देखते "",""labels"":[""VERB""]},{""start"":39,""end"":43,""text"":""हुए "",""labels"":[""VERB""]},{""start"":43,""end"":48,""text"":""IFSC "",""labels"":[""PROPN""]},{""start"":48,""end"":53,""text"":""GIFT "",""labels"":[""PROPN""]},{""start"":53,""end"":58,""text"":""City "",""labels"":[""PROPN""]},{""start"":58,""end"":62,""text"":""में "",""labels"":[""ADP""]},{""start"":62,""end"":65,""text"":""एक "",""labels"":[""DET""]},{""start"":65,""end"":71,""text"":""World "",""labels"":[""ADJ""]},{""start"":71,""end"":77,""text"":""Class "",""labels"":[""ADJ""]},{""start"":77,""end"":87,""text"":""Financial "",""labels"":[""ADJ""]},{""start"":87,""end"":91,""text"":""Hub "",""labels"":[""NOUN""]},{""start"":91,""end"":97,""text"":""बनाया "",""labels"":[""VERB""]},{""start"":97,""end"":100,""text"":""जा "",""labels"":[""VERB""]},{""start"":100,""end"":104,""text"":""रहा "",""labels"":[""VERB""]},{""start"":104,""end"":106,""text"":""है"",""labels"":[""VERB""]},{""start"":106,""end"":107,""text"":""।"",""labels"":[""X""]}]",99.508,"Fintech Sector की इसी संभावना को देखते हुए IFSC GIFT City में एक World Class Financial Hub बनाया जा रहा है।","2025-01-23T17:46:56.115734Z"
18,"1","2025-01-23T17:48:47.918467Z",357,"[{""start"":0,""end"":6,""text"":""पिछले "",""labels"":[""ADJ""]},{""start"":6,""end"":10,""text"":""साल "",""labels"":[""NOUN""]},{""start"":10,""end"":15,""text"":""शुरू "",""labels"":[""VERB""]},{""start"":15,""end"":20,""text"":""किया "",""labels"":[""VERB""]},{""start"":20,""end"":24,""text"":""गया "",""labels"":[""VERB""]},{""start"":24,""end"":30,""text"":""Bharat"",""labels"":[""PROPN""]},{""start"":31,""end"":41,""text"":""Interface "",""labels"":[""NOUN""]},{""start"":41,""end"":45,""text"":""for "",""labels"":[""ADP""]},{""start"":45,""end"":50,""text"":""Money"",""labels"":[""NOUN""]},{""start"":50,""end"":51,""text"":""-"",""labels"":[""X""]},{""start"":52,""end"":57,""text"":""यानि "",""labels"":[""ADV""]},{""start"":57,""end"":62,""text"":""BHIM "",""labels"":[""PROPN""]},{""start"":62,""end"":66,""text"":""App "",""labels"":[""NOUN""]},{""start"":66,""end"":71,""text"":""बाबा "",""labels"":[""PROPN""]},{""start"":71,""end"":77,""text"":""साहेब "",""labels"":[""PROPN""]},{""start"":77,""end"":80,""text"":""के "",""labels"":[""ADP""]},{""start"":80,""end"":87,""text"":""आर्थिक "",""labels"":[""ADJ""]},{""start"":87,""end"":92,""text"":""विजन "",""labels"":[""NOUN""]},{""start"":92,""end"":95,""text"":""को "",""labels"":[""ADP""]},{""start"":95,""end"":98,""text"":""इस "",""labels"":[""DET""]},{""start"":98,""end"":104,""text"":""सरकार "",""labels"":[""NOUN""]},{""start"":104,""end"":107,""text"":""की "",""labels"":[""ADP""]},{""start"":107,""end"":119,""text"":""श्रद्धांजलि "",""labels"":[""NOUN""]},{""start"":119,""end"":121,""text"":""था"",""labels"":[""VERB""]},{""start"":121,""end"":122,""text"":""।"",""labels"":[""X""]}]",110.706,"पिछले साल शुरू किया गया Bharat Interface for Money- यानि BHIM App बाबा साहेब के आर्थिक विजन को इस सरकार की श्रद्धांजलि था।","2025-01-23T17:48:47.918467Z"
19,"1","2025-01-23T17:50:54.969809Z",358,"[{""start"":0,""end"":5,""text"":""इसके "",""labels"":[""PRON""]},{""start"":5,""end"":9,""text"":""तहत "",""labels"":[""NOUN""]},{""start"":9,""end"":12,""text"":""IIT"",""labels"":[""PROPN""]},{""start"":12,""end"":13,""text"":"","",""labels"":[""X""]},{""start"":18,""end"":19,""text"":"","",""labels"":[""X""]},{""start"":14,""end"":18,""text"":""IISC"",""labels"":[""PROPN""]},{""start"":20,""end"":24,""text"":""NIT "",""labels"":[""PROPN""]},{""start"":24,""end"":29,""text"":""जैसे "",""labels"":[""ADP""]},{""start"":29,""end"":39,""text"":""संस्थानों "",""labels"":[""NOUN""]},{""start"":39,""end"":42,""text"":""के "",""labels"":[""ADP""]},{""start"":42,""end"":44,""text"":""B "",""labels"":[""PROPN""]},{""start"":44,""end"":48,""text"":""Tech"",""labels"":[""PROPN""]},{""start"":48,""end"":49,""text"":"","",""labels"":[""X""]},{""start"":50,""end"":52,""text"":""M "",""labels"":[""PROPN""]},{""start"":52,""end"":57,""text"":""tech "",""labels"":[""PROPN""]},{""start"":57,""end"":60,""text"":""और "",""labels"":[""CONJ""]},{""start"":60,""end"":62,""text"":""M "",""labels"":[""PROPN""]},{""start"":62,""end"":65,""text"":""SC "",""labels"":[""PROPN""]},{""start"":65,""end"":68,""text"":""के "",""labels"":[""ADP""]},{""start"":68,""end"":73,""text"":""Best "",""labels"":[""ADJ""]},{""start"":73,""end"":82,""text"":""Students "",""labels"":[""NOUN""]},{""start"":82,""end"":85,""text"":""को "",""labels"":[""ADP""]},{""start"":85,""end"":91,""text"":""Prime "",""labels"":[""ADJ""]},{""start"":91,""end"":100,""text"":""Minister "",""labels"":[""PROPN""]},{""start"":100,""end"":111,""text"":""Fellowship "",""labels"":[""NOUN""]},{""start"":111,""end"":114,""text"":""दी "",""labels"":[""VERB""]},{""start"":114,""end"":119,""text"":""जाएगी"",""labels"":[""VERB""]},{""start"":119,""end"":120,""text"":""।"",""labels"":[""X""]}]",125.965,"इसके तहत IIT, IISC, NIT जैसे संस्थानों के B Tech, M tech और M SC के Best Students को Prime Minister Fellowship दी जाएगी।","2025-01-23T17:50:54.969809Z"
20,"1","2025-01-23T17:52:03.880637Z",359,"[{""start"":0,""end"":14,""text"":""इन्टेलेक्चुअल "",""labels"":[""ADJ""]},{""start"":14,""end"":23,""text"":""Property "",""labels"":[""NOUN""]},{""start"":23,""end"":30,""text"":""Rights "",""labels"":[""NOUN""]},{""start"":30,""end"":32,""text"":""पर"",""labels"":[""ADP""]},{""start"":32,""end"":33,""text"":"","",""labels"":[""X""]},{""start"":34,""end"":37,""text"":""और "",""labels"":[""CONJ""]},{""start"":37,""end"":43,""text"":""Banks "",""labels"":[""NOUN""]},{""start"":43,""end"":46,""text"":""के "",""labels"":[""ADP""]},{""start"":46,""end"":50,""text"":""बीच "",""labels"":[""NOUN""]},{""start"":50,""end"":56,""text"":""सहयोग "",""labels"":[""NOUN""]},{""start"":56,""end"":59,""text"":""से "",""labels"":[""ADP""]},{""start"":59,""end"":68,""text"":""Business "",""labels"":[""NOUN""]},{""start"":68,""end"":79,""text"":""एनवाइरमेंट "",""labels"":[""NOUN""]},{""start"":79,""end"":84,""text"":""आसान "",""labels"":[""ADJ""]},{""start"":84,""end"":87,""text"":""हो "",""labels"":[""VERB""]},{""start"":87,""end"":91,""text"":""रहा "",""labels"":[""VERB""]},{""start"":91,""end"":93,""text"":""है"",""labels"":[""VERB""]},{""start"":93,""end"":94,""text"":""।"",""labels"":[""X""]}]",67.811,"इन्टेलेक्चुअल Property Rights पर, और Banks के बीच सहयोग से Business एनवाइरमेंट आसान हो रहा है।","2025-01-23T17:52:03.880704Z"
21,"1","2025-01-23T17:53:39.302039Z",360,"[{""start"":0,""end"":3,""text"":""कल "",""labels"":[""ADV""]},{""start"":3,""end"":8,""text"":""समिट "",""labels"":[""NOUN""]},{""start"":8,""end"":11,""text"":""के "",""labels"":[""ADP""]},{""start"":11,""end"":17,""text"":""दौरान "",""labels"":[""NOUN""]},{""start"":17,""end"":28,""text"":""innovation "",""labels"":[""NOUN""]},{""start"":28,""end"":34,""text"":""BRICS "",""labels"":[""PROPN""]},{""start"":34,""end"":41,""text"":""Network"",""labels"":[""NOUN""]},{""start"":41,""end"":42,""text"":"","",""labels"":[""X""]},{""start"":43,""end"":46,""text"":""और "",""labels"":[""CONJ""]},{""start"":46,""end"":52,""text"":""BRICS "",""labels"":[""PROPN""]},{""start"":52,""end"":64,""text"":""Institution "",""labels"":[""NOUN""]},{""start"":64,""end"":68,""text"":""for "",""labels"":[""ADP""]},{""start"":68,""end"":75,""text"":""Future "",""labels"":[""ADJ""]},{""start"":75,""end"":83,""text"":""Network "",""labels"":[""NOUN""]},{""start"":83,""end"":88,""text"":""जैसे "",""labels"":[""ADP""]},{""start"":88,""end"":99,""text"":""महत्वपूर्ण "",""labels"":[""ADJ""]},{""start"":99,""end"":111,""text"":""initiatives "",""labels"":[""NOUN""]},{""start"":111,""end"":114,""text"":""पर "",""labels"":[""ADP""]},{""start"":114,""end"":120,""text"":""विचार "",""labels"":[""NOUN""]},{""start"":120,""end"":125,""text"":""किया "",""labels"":[""VERB""]},{""start"":125,""end"":130,""text"":""जाएगा"",""labels"":[""VERB""]},{""start"":130,""end"":131,""text"":""।"",""labels"":[""X""]}]",94.206,"कल समिट के दौरान innovation BRICS Network, और BRICS Institution for Future Network जैसे महत्वपूर्ण initiatives पर विचार किया जाएगा।","2025-01-23T17:53:39.302039Z"
